Latitude,Longitude
-37.81122850483729,144.96722854045237
-37.8112599723541,144.96134132878228
-37.8152,144.9632
-37.81178516487996,144.97258266879308
-37.81213897469283,144.9582042323761
-37.81497877142261,144.95664626070533
-37.81438821918856,144.9738746229193
-37.817178218944825,144.96376572385665
-37.81548411651614,144.95719801448084
-37.8135444274231,144.9694765443484
-37.80961210319021,144.9648825507597
-37.81862275455057,144.95833870788516
-37.817751195010146,144.95871270496306
-37.812817502593454,144.97362825640056
-37.81740829879182,144.96303890768638
-37.81392989680659,144.97073298576535
-37.82086812931496,144.9555503266662
-37.80999102836298,144.96868670835838
-37.81617520989819,144.9702217596025
-37.81588888129419,144.96613295327302
-37.814,144.9633
-37.807977922331226,144.97052523609085
-37.81324989189165,144.97286585986947
-37.81152296613726,144.96916469671385
-37.81293682650585,144.9546285904177
-37.810809204528795,144.96366434986035
-37.81597966504343,144.9545891063173
-37.816799098032625,144.9690128560551
-37.814150941641934,144.95965178032114
-37.8088473824563,144.96983923413396
-37.81470060444054,144.95744591790975
-37.81500069482847,144.97297249191442
-37.810670998116485,144.97245433706684
-37.81558933414912,144.97249722942502
-37.81620834722626,144.95768155816324
-37.816376759443145,144.9611403244596
-37.81747194469616,144.96542384210258
-37.813515424900736,144.95850892360627
-37.81281516359398,144.96331152278583
-37.81441079853313,144.95425332442431
-37.819225798086144,144.95852856892566
-37.81367382272645,144.96366033278179
-37.82032032120576,144.9574227946333
-37.815348933774686,144.96319345991606
-37.80987298016184,144.9722032978676
-37.8181,144.957
-37.81691934005691,144.96002574341136
-37.81369386178802,144.96381903705827
-37.81725298896966,144.961354951205
-37.81202543434493,144.96105324611807
-37.8140445311807,144.9521881620328
-37.81395067117719,144.9584247528281
-37.81462277571566,144.9577905090458
-37.81681527591921,144.96842798058046
-37.81308680010943,144.9590438359933
-37.81135387114565,144.97242283548817
-37.81436877985844,144.95190332468118
-37.815885262295836,144.9723474174097
-37.81399579082262,144.9567228041082
-37.8137838282025,144.9701258225846
-37.81640765115112,144.96934179568277
-37.80903591118736,144.97096349788112
-37.81587887381047,144.96824978237768
-37.81070110314614,144.9620061157795
-37.81495701665409,144.96382096830393
-37.815386885726916,144.96632766646613
-37.818059262034204,144.96231452122484
-37.81350560090336,144.97246818224855
-37.811253445683086,144.96832191225204
-37.81605822261824,144.95719004982865
-37.81395306608837,144.95512352197682
-37.82033054642563,144.95531189056916
-37.819112254466006,144.95554174294278
-37.82048325674531,144.95712445639046
-37.81436439970928,144.95927339330467
-37.81357240102568,144.95539832128114
-37.81099374794194,144.9650449456427
-37.80939171385729,144.9692115579155
-37.81885505760089,144.95431186697402
-37.8146071795993,144.97306107434378
-37.81811513374654,144.9539862226096
-37.812964561543396,144.96183249664261
-37.8130985511767,144.9538524932586
-37.81743752777311,144.95917455561
-37.812544788465345,144.97103475455833
-37.81311802279049,144.96780827353902
-37.81165698036322,144.95806308315997
-37.820362531557585,144.95495966529256
-37.81552347333385,144.97291421465476
-37.813108010183846,144.9668725130379
-37.813334528569825,144.96148747364754
-37.81366436143259,144.9671968737962
-37.81549186261276,144.95589171729648
-37.81958753397625,144.95545771401723
-37.81421616481758,144.97143485009616
-37.81672939760163,144.9675841762702
-37.817166913033894,144.9621350651937
-37.8112536731396,144.96016712778805
-37.810989889014394,144.97132925894778
-37.81515032149614,144.95376464726704
-37.80948572388596,144.96543817806622
-37.80908850606475,144.96729057150898
-37.811617725768436,144.95943052357612
-37.81159317729401,144.97068444862376
-37.8140790615496,144.96410021977414
-37.816008945271996,144.96522403636573
-37.81854995334933,144.9554242619255
-37.81250158507618,144.96085950111325
-37.81332842453206,144.96418150694245
-37.8161718629816,144.96076278969983
-37.81330025622915,144.96238331637264
-37.81248439084029,144.97235958734655
-37.81413238602805,144.97153041340994
-37.81387859707973,144.96771362162792
-37.8136,144.963
-37.81706512524726,144.9642505967563
-37.81341638391622,144.95739644271146
-37.81490346928966,144.97185827808073
-37.81275761180159,144.96317427841865
-37.81650736825868,144.9550453990693
-37.81345699161816,144.96362026880558
-37.81299475723565,144.9611100101462
-37.81354846022553,144.9663221682334
-37.81904355065924,144.96135115491006
-37.815197847092996,144.9715756100024
-37.81111312687821,144.95953632876478
-37.811509914173435,144.971616783251
-37.81429793381097,144.96719396365285
-37.80918137563005,144.9703882218582
-37.81564720724511,144.95304630991598
-37.80929405808627,144.97208158554443
-37.8148,144.963
-37.81458456036517,144.97101346018852
-37.815045693378494,144.96848179612758
-37.81250107395752,144.95952145133677
-37.81739518497397,144.95755494938595
-37.81053278015367,144.96584406930012
-37.816822447872525,144.9628555842814
-37.80946048660135,144.97066669354277
-37.81246271376807,144.95411602388737
-37.81039010779824,144.96912659759695
-37.81115528547382,144.9594773851559
-37.8170028997356,144.95397769118378
-37.81140563599117,144.96056701692447
-37.811037095699156,144.96618431126538
-37.8172,144.965
-37.814720256816464,144.9628137390095
-37.81777126270174,144.95839268759508
-37.809695006223414,144.96474396682822
-37.81363470774423,144.9542493037542
-37.81671649862597,144.96986105697647
-37.81393126997627,144.9579709572205
-37.814308870031134,144.95376126249184
-37.81068087757048,144.97196083342382
-37.81148284631501,144.96693851143235
-37.81668587105629,144.96685930839757
-37.81363317037068,144.97324302701995
-37.81663989957632,144.95555601541957
-37.8136,144.972
-37.81435865131232,144.972322971338
-37.81686792573558,144.96504209542402
-37.81403128603793,144.95885530945853
-37.812715018881896,144.97309510282773
-37.81210602447937,144.96635325185213
-37.81522854074623,144.96694042272028
-37.812355174729575,144.96703474656186
-37.8161,144.95600000000002
-37.81465088872194,144.9725286932877
-37.81153763771352,144.97014182151864
-37.81218895568787,144.95860604644892
-37.81319429154356,144.9608169849454
-37.809563078049635,144.9701872566196
-37.81463871708251,144.9671212220398
-37.81587498259174,144.96494304198856
-37.8187,144.958
-37.81771230389406,144.9544943809818
-37.81361663402182,144.97404000427915
-37.813423357748405,144.96568709258509
-37.813328992373165,144.9627204229845
-37.814523869533545,144.95927688356315
-37.819085773533786,144.95716059627378
-37.816627183068476,144.95446054116422
-37.81554560488038,144.95382220631816
-37.811426221562606,144.96437461805743
-37.81967517425412,144.9553873974945
-37.81624798485159,144.97144337680226
-37.81999953637778,144.95704762971005
-37.81124550924548,144.969658605077
-37.81537917297723,144.96327924982435
-37.81403222051756,144.96109515968246
-37.81182785768188,144.9665418956616
-37.815026267956235,144.96554404657826
-37.80969355044726,144.97150026550153
-37.81090539008428,144.9676384033786
-37.81203346882683,144.97056643124938
-37.817374309983116,144.96123385167166
-37.813635967641424,144.95977476605472
-37.81689840905172,144.95945221431145
-37.81871021431237,144.95633943630955
-37.81444018951733,144.9740675904297
-37.817668662533634,144.96541835256724
-37.819043649389286,144.95699088648053
-37.813464301546084,144.97056333029414
-37.81474875975566,144.95736746180583
-37.8126,144.955
-37.813267820452054,144.97056005477683
-37.81286266469903,144.95923165066816
-37.81436666954353,144.95433524289314
-37.81838999945512,144.96343683173225
-37.81099305157902,144.96344383174565
-37.80947669330586,144.96909679546775
-37.811436202393935,144.96749790898124
-37.811159137967735,144.95900797560367
-37.8149,144.963
-37.81194793395259,144.96553021352918
-37.80798939277421,144.97029533976902
-37.81640803503252,144.9550315563387
-37.81367134309769,144.95392005828106
-37.81840545189129,144.95672077457525
-37.81319674534847,144.9526630555369
-37.820055181741516,144.9573925958203
-37.81823227894504,144.95618361546394
-37.81017239490715,144.97003128180395
-37.810697904588906,144.96773308470537
-37.81898735199725,144.95755706702104
-37.81714634998359,144.96814695361246
-37.81351306113536,144.9550279787232
-37.81338463800359,144.96899794275683
-37.81479519139466,144.95761999575495
-37.81035489079922,144.9630054600752
-37.81778505215886,144.96235285345037
-37.80898894248607,144.97029311790178
-37.81280482271244,144.96261771790097
-37.8103537517504,144.9689072754959
-37.81220325944471,144.95751150082506
-37.811877595972646,144.97080476429468
-37.814903720291454,144.96060251336746
-37.816928107116986,144.96748968979122
-37.81499492940913,144.95226175446788
-37.81437750111223,144.9679586456869
-37.80793707332588,144.97152655002466
-37.813652872518254,144.9584602037209
-37.81590442062161,144.96619718486318
-37.814679970329294,144.95680744948774
-37.81137595014004,144.96946706213757
-37.8166,144.96200000000002
-37.81310923899466,144.96960626249822
-37.81694383621705,144.9570978143937
-37.811750622873106,144.96875117362066
-37.811976450393864,144.96519071947583
-37.81313686424269,144.96816035843779
-37.81499829015065,144.96389967047145
-37.81483677549496,144.96758313217276
-37.812328875025415,144.95968607182544
-37.8123653734869,144.96172734884834
-37.814390864315975,144.9617439321553
-37.81786608493969,144.96282016138147
-37.81682549964185,144.96689024972673
-37.81755340346539,144.9575845422816
-37.81193592435787,144.96674020803087
-37.816242138111164,144.96540782622122
-37.81672053716267,144.95985594049446
-37.815467159606726,144.9631917836395
-37.816869298429694,144.95387849361575
-37.815526010250295,144.9604403702949
-37.81463552784026,144.96716436936654
-37.81560146534622,144.9727537396442
-37.815,144.963
-37.82029345458736,144.95536630319262
-37.8141276619438,144.96674476268282
-37.819549507282446,144.95965061005947
-37.81774628251669,144.95466600783286
-37.80955315650921,144.96394967073687
-37.81791602782293,144.9556812893791
-37.809680997252386,144.96490080657676
-37.80880856962298,144.96952909312895
-37.811816860735554,144.96595769104763
-37.81348881716523,144.95566117522785
-37.8166,144.96
-37.8145467629932,144.9699360745648
-37.8152864302384,144.9641341370741
-37.818250912726164,144.96399518136556
-37.81306036575589,144.96324012470262
-37.810257962587,144.96679987216893
-37.818900900539525,144.9586280001468
-37.809938040321185,144.97135904336704
-37.81252091507755,144.96702535984042
-37.81651767079479,144.9578494586255
-37.81682910055517,144.95317971841402
-37.8107,144.97
-37.81908758534507,144.96100206656635
-37.809805686087145,144.9646640751595
-37.81482419629698,144.9590921710678
-37.81409721064474,144.9533535361442
-37.813977266529456,144.97171840011535
-37.81109897650134,144.97178308558796
-37.808481585545195,144.96922329951929
-37.814213149684505,144.97255480492953
-37.81222069810452,144.96437370965913
-37.816280394970505,144.96378871701515
-37.81216537491366,144.9688987475906
-37.8116856143387,144.9580144774491
-37.8132054777891,144.96427456889464
-37.81314629005714,144.9574961507843
-37.80902400853159,144.96557468220877
-37.81412537643972,144.96729400585616
-37.81436393482478,144.95750921965066
-37.81630682011103,144.95641119221884
-37.81029804266297,144.96133223367696
-37.81480448771636,144.96882185863757
-37.809902127470686,144.96810099303877
-37.811,144.96200000000002
-37.814066250762764,144.96573923578723
-37.81996347783519,144.95744560512327
-37.810334571370454,144.9649190944476
-37.81258634222041,144.9734678030357
-37.81197933196855,144.95906218110832
-37.815257683268165,144.96328673055496
-37.81539865932735,144.95301094795096
-37.82017691265291,144.95740484462132
-37.81837543081267,144.95994453000944
-37.816386334231176,144.95557065081428
-37.81326545858944,144.95816658874077
-37.81375705725539,144.96214187579793
-37.81259143478338,144.95635642577284
-37.81485342424815,144.96824700064724
-37.81274762373652,144.96714644136668
-37.80825279906561,144.9706854440985
-37.81674483043149,144.96765295707584
-37.8159,144.965
-37.81327323101555,144.96186725576834
-37.816753101071235,144.9596168293672
-37.81169825504853,144.95957490407508
-37.8160886507667,144.95539946949245
-37.81466674264013,144.97261173803332
-37.8181,144.96200000000002
-37.81154075850383,144.96585673548242
-37.81121627129232,144.96748859640425
-37.81522939946645,144.97417149642425
-37.813537191550495,144.9593473823198
-37.812080478431795,144.9609979136708
-37.812054365871305,144.96834784554542
-37.81541757199296,144.95859541280873
-37.81293684232982,144.95557645445143
-37.81663167481398,144.96223902575954
-37.81426711070949,144.97149202425325
-37.813518883697135,144.96334013929382
-37.81178301965595,144.96671147838475
-37.81458214424589,144.97345286977617
-37.81135906989302,144.96053281803117
-37.811868481542625,144.96419403063
-37.819105745355714,144.95619359323547
-37.814672990243146,144.9530887225535
-37.81281411263916,144.95513259923962
-37.81973403694902,144.95592916173024
-37.81075890638503,144.9689206715875
-37.81443012946923,144.96195407391252
-37.809593107581065,144.96477788047633
-37.81983154345132,144.95888774653054
-37.812876495919674,144.9604625421083
-37.811824210399635,144.95841478540117
-37.81347092246059,144.95994777219792
-37.810496584674645,144.9637755861393
-37.81334168439914,144.9616772556829
-37.81528664383564,144.96523828809867
-37.81645922599621,144.96297766229824
-37.81618291900851,144.97057592397968
-37.81791077970484,144.95532225195794
-37.81085155677669,144.96269452039758
-37.812382939078326,144.95746625545692
-37.81324916476577,144.96440186451383
-37.81289630903463,144.95354480754017
-37.812547511108754,144.96189324901582
-37.8136367706446,144.9582849049113
-37.81728263882671,144.96713436323188
-37.81455721087361,144.9575960635098
-37.81439994710512,144.95655578273596
-37.81483902285392,144.9743251952827
-37.81090134847583,144.97083829537684
-37.81274588359618,144.96763026495995
-37.81154198547382,144.96852529382062
-37.8108422073716,144.97098678434833
-37.81522495737337,144.96778878141035
-37.82044882768721,144.95619496531287
-37.81642414463368,144.96917454138085
-37.81568996740011,144.9712713822771
-37.81933036664703,144.9594005251438
-37.81350487078126,144.96024834128988
-37.81738394231223,144.9646042477295
-37.817725551690316,144.96265402820097
-37.816290037629805,144.96898179761277
-37.81417219147203,144.97047772648278
-37.80885551084761,144.97061786780625
-37.81729305733036,144.95938149470518
-37.81317424432962,144.96652507099031
-37.81908753228209,144.95953792119127
-37.81627170092491,144.95721069929147
-37.82010128995928,144.95804601668203
-37.8168,144.966
-37.8133143744886,144.95908722621655
-37.80798242449037,144.969873313486
-37.8138390998007,144.95239010799995
-37.81232343117869,144.96608685995218
-37.81352847713086,144.97136973114934
-37.816119523034594,144.953749279346
-37.814131096408815,144.96910635226857
-37.81786587307664,144.958280030626
-37.81435454061904,144.97205913513736
-37.81199059159656,144.9681455162408
-37.811556380196215,144.96826730898175
-37.81449007337355,144.97349045524442
-37.808185081050425,144.96882979924314
-37.81202046123142,144.95725616283704
-37.816230410719946,144.97021875044086
-37.81912295397755,144.9579225450005
-37.80941253709154,144.96648550093033
-37.815374982615275,144.95896297325325
-37.80951291204747,144.97079351296873
-37.8170281480469,144.96790173558807
-37.81461648490758,144.9548871356384
-37.80982733496957,144.9636740879879
-37.81271233786912,144.96589706378487
-37.81528710711876,144.9685951525695
-37.81691734146069,144.96779004853946
-37.813740628805604,144.971231234768
-37.80874787817812,144.96760240861346
-37.81088775669302,144.97244072832032
-37.813117428576646,144.96209560429108
-37.812855786179334,144.96892994290334
-37.81895932547799,144.9619127943761
-37.814447651660004,144.9698160443748
-37.8184,144.957
-37.81784483668352,144.96030664873885
-37.81483451258078,144.9662333365522
-37.81574320441971,144.9711744070232
-37.81257377737667,144.96331575421482
-37.810191740475844,144.96780129489883
-37.81379186195012,144.95293284289855
-37.816153437591225,144.95860130850716
-37.812739721752756,144.952882226261
-37.81181109495874,144.96230009051928
-37.81353176062162,144.96720817780312
-37.813555388619996,144.97008406147967
-37.81687663407243,144.96127436541195
-37.81114228007089,144.95934559857707
-37.81621670046701,144.95815561712843
-37.812547812629816,144.95426365588656
-37.8133,144.971
-37.811712751905745,144.96281264417752
-37.816561800088564,144.95625053884436
-37.811644514221854,144.9727080245814
-37.814032668761,144.95717125059025
-37.81331375969952,144.9637916110779
-37.81803490680971,144.96303681392754
-37.8152,144.964
-37.81476756931713,144.9707839680888
-37.81314286984162,144.9593894219386
-37.8128806635262,144.97161843685066
-37.814759545748686,144.95560851795048
-37.81604212447837,144.96726333566727
-37.815618621384424,144.96379608077206
-37.81765277462591,144.96424819036878
-37.81385664407683,144.96620004765526
-37.814191265090756,144.96557093027252
-37.811156404027464,144.96558085182411
-37.811350712294285,144.9728868307254
-37.80838852843238,144.96963746172372
-37.814047902672264,144.95480163168148
-37.81590448765927,144.95706994380066
-37.81440947461544,144.96348189138456
-37.81135966988801,144.9694888683082
-37.81611794051344,144.96203707912088
-37.81149947242551,144.97247494463062
-37.81158277396241,144.96650987329923
-37.81432131877399,144.95371036970647
-37.81127463888996,144.96522109585135
-37.8108212889387,144.96191451032024
-37.808651903652915,144.9702235670696
-37.8136805403737,144.96323751248406
-37.81501262897454,144.97355387905932
-37.819212599436234,144.95884368676252
-37.81547928637566,144.96803312309953
-37.810006595860074,144.97168136263022
-37.81199010074941,144.9686460077253
-37.8172221442608,144.9577162950419
-37.81577880925649,144.95310470650944
-37.815867196207385,144.96238557366524
-37.81791146880599,144.95461213257425
-37.8101,144.964
-37.81125272426926,144.97288538679481
-37.809440855902885,144.96579386177424
-37.81473955028226,144.9738390775808
-37.81352446673052,144.9623280952206
-37.81694573173818,144.95374068899434
-37.81621536789628,144.97055624568273
-37.815441302388855,144.96956301760218
-37.81914038383534,144.96171086458585
-37.818780857534215,144.95482844412578
-37.81384955880105,144.96601166055652
-37.81724318033767,144.96662461478016
-37.817476565010246,144.9598783965905
-37.81534886630232,144.9556453135798
-37.80783692839932,144.9696028232089
-37.811299751212054,144.9670826186449
-37.818860278704385,144.95793882754916
-37.819977811655924,144.9581686514683
-37.814371071528114,144.95446002540044
-37.814289203646275,144.96653534491546
-37.80881047016413,144.97172926264506
-37.814119263241786,144.95551701228388
-37.81524556182576,144.963227094335
-37.81582459287094,144.96954716096525
-37.81046607530189,144.96945594818243
-37.81481897136585,144.97016428488644
-37.81311523368245,144.95781905443198
-37.81045768456327,144.9625295838502
-37.81103245503518,144.9623523693049
-37.81588320758718,144.9645825733778
-37.814218550061334,144.97360568751282
-37.81167653350828,144.9715325923741
-37.81179911364542,144.9571406921944
-37.810637879723856,144.96541787307268
-37.81440389502927,144.971109286962
-37.814285384800385,144.9518470038533
-37.81059298199641,144.96671898243974
-37.81317272839795,144.9606584837663
-37.81400919522174,144.9580249332615
-37.813447433752884,144.96346722524189
-37.817451115521614,144.9588711065753
-37.81814244633334,144.9581639306777
-37.81323634683883,144.95354370119622
-37.80891341512736,144.9715395984184
-37.814819144442346,144.96200902852058
-37.81227447105579,144.9612947755408
-37.8135,144.96
-37.811656904642966,144.97067595831854
-37.81561692633396,144.97314675667062
-37.81043826108077,144.96885786203015
-37.81021569642842,144.9668032590873
-37.815503302994635,144.96047066702636
-37.81997451840002,144.95661252995916
-37.812589777704645,144.96814624634413
-37.816557163983504,144.9643427499644
-37.812081799458504,144.962989391731
-37.813810763664506,144.95657678934913
-37.814890268432,144.97053680672104
-37.816183012518216,144.97085062032738
-37.80810678763893,144.97074382018758
-37.814835927706085,144.9584096028147
-37.81461861220567,144.97343295735507
-37.814631615429064,144.96413417361865
-37.81681285338274,144.9573581197596
-37.81085875696256,144.9644003255746
-37.81108939575136,144.96876218316726
-37.81740266593873,144.9597855745953
-37.812140762033074,144.97324690424108
-37.816301018725504,144.97084873140093
-37.81367468262452,144.95661080628724
-37.81611136051301,144.95479533137745
-37.81239480553816,144.97024724092674
-37.81515731426092,144.95785621972334
-37.81417300672182,144.95793774067474
-37.814722018909315,144.95452128038045
-37.81338034439775,144.96053722029413
-37.81336896440645,144.95174470517404
-37.811544502917464,144.97148903097352
-37.8184940866431,144.95855374685797
-37.81531841063376,144.96186341876526
-37.8142217635333,144.96258970020781
-37.81447820197992,144.96960976200498
-37.81674918637884,144.95795606379693
-37.8121,144.961
-37.81027679372299,144.96639097656785
-37.808166472039574,144.97120633044213
-37.81469469466105,144.95622672386392
-37.81249783617628,144.96519126511356
-37.816675748238886,144.96949693879816
-37.814259781852876,144.95363095028725
-37.814186723943735,144.95967691836123
-37.81357042277603,144.96675692650626
-37.81215489196026,144.97088963682535
-37.81630100462618,144.97058074893997
-37.81501011253928,144.95234718600224
-37.80901431711922,144.96925355989086
-37.81461122582694,144.96128670201054
-37.814375028797315,144.97238280254513
-37.81624162707906,144.96995202920704
-37.811271418837066,144.96871525235227
-37.81134247296628,144.96495831341414
-37.820439854814396,144.95500852833234
-37.81266601668096,144.9538386536796
-37.812716227290586,144.96291528723984
-37.81312715773686,144.95393454189434
-37.81504509801087,144.95263639085562
-37.8096390583809,144.96812422481506
-37.815904623967576,144.95718619294487
-37.81703852414898,144.96359047140552
-37.8098786627274,144.9681843631707
-37.81490263665382,144.96082448218357
-37.816010874175255,144.96825556283508
-37.815517955620656,144.96013801570803
-37.81921037056402,144.9593446495422
-37.814989037091124,144.97231237772448
-37.811061919599155,144.95903404699135
-37.80786097689496,144.97146913038335
-37.817660497152694,144.9549437369783
-37.814322926593455,144.9612490660424
-37.8120611658746,144.9655674831095
-37.812717502103354,144.9638630792279
-37.811158005112375,144.95985288113405
-37.81593405842933,144.95586648320693
-37.8158,144.966
-37.81384928231356,144.9540861848685
-37.81464079947871,144.96269651118226
-37.815478581046555,144.9671156946707
-37.812438897185466,144.96346280181018
-37.8140399457538,144.9606399137279
-37.81301959330935,144.96541402013167
-37.81370195763928,144.96844806930676
-37.81632873061767,144.96259080444997
-37.815351341172914,144.95702925721034
-37.8195879406845,144.9585355782562
-37.8196342567591,144.95612824400473
-37.815345645913304,144.9558502977816
-37.81377023034795,144.95254711810477
-37.80923502433308,144.9657178443968
-37.819656861096185,144.95887997801702
-37.81548856919133,144.96848714533436
-37.813543057476245,144.9623244684735
-37.81900437818667,144.96167924728164
-37.80868213242965,144.96844067348354
-37.813241163753,144.95980598306045
-37.81278984180577,144.9661797850664
-37.813642818130525,144.96611420224207
-37.81311067650938,144.9713521654751
-37.813042678322624,144.96471462075718
-37.812450092436904,144.963483880141
-37.812290643778006,144.95879445501345
-37.81001046687629,144.96435359130575
-37.81740477069574,144.95749898256287
-37.815548835353816,144.9671670687867
-37.81769097578472,144.96012022433183
-37.81536108902823,144.95896502470757
-37.812349660479214,144.97086089708452
-37.81421767864278,144.9567189672487
-37.814534527962635,144.97394830470472
-37.811682485731474,144.97184413855726
-37.8127,144.968
-37.815443082751955,144.9670194145344
-37.81389793039926,144.9706752278784
-37.81692676714783,144.96148804822712
-37.815806222146676,144.96322714752327
-37.8140829817326,144.95687052415803
-37.81352340341141,144.96135299531082
-37.813404401518845,144.9658854190708
-37.81034596428145,144.96425358868072
-37.81492973430791,144.9609000769317
-37.813493506659455,144.9703382187514
-37.8182,144.957
-37.819945583440024,144.95477676397226
-37.809860301309755,144.96877784772568
-37.81304938014091,144.95779474036004
-37.8155770405011,144.96344128469474
-37.80837218160124,144.9691999857174
-37.80958828161427,144.968572783555
-37.8154,144.963
